date,county,cases,deaths
2022-11-30,Los Angeles,3552019,34213
2022-12-01,Los Angeles,3552019,34213
2022-12-02,Los Angeles,3562059,34241
2022-12-03,Los Angeles,3565418,34251
2022-12-04,Los Angeles,3570525,34263
2022-12-05,Los Angeles,3573950,34279
2022-12-06,Los Angeles,3577685,34296
2022-12-07,Los Angeles,3577685,34296
2022-12-08,Los Angeles,3577685,34296
2022-12-09,Los Angeles,3585468,34334
2022-12-10,Los Angeles,3587829,34352
2022-12-11,Los Angeles,3592066,34368
2022-12-12,Los Angeles,3595218,34390
2022-12-13,Los Angeles,3598453,34410
2022-12-14,Los Angeles,3598453,34410
2022-12-15,Los Angeles,3598453,34410
2022-12-16,Los Angeles,3605228,34471
2023-03-06,Los Angeles,3710586,35545
